feature,importance_gain_mean,importance_gain_std,selected_in_n_folds
cos_elem_2965,12.967077276110649,7.864602360874776,5
euc_elem_74,12.96322572529316,15.973106922983039,2
cos_elem_133,12.910099905729293,12.21536799981979,3
euc_elem_645,12.907521742582322,17.88190691889185,2
cos_elem_432,12.896822741627693,12.627050892878476,3
cos_elem_1519,12.860135358572006,16.63117856392594,2
euc_elem_2130,12.825139313936234,10.701596955854699,4
cos_elem_1611,12.823597276210785,15.198544486325279,3
euc_elem_757,12.78003904223442,14.913216165681952,4
euc_elem_1739,12.773058247566222,17.411736638477226,2
euc_elem_2511,12.73854801952839,14.354031796435807,3
euc_elem_455,12.722076505422592,10.534259896425668,3
cos_elem_1778,12.68535572886467,23.281789947721908,2
euc_elem_1810,12.651660779118538,16.526621222604597,3
cos_elem_529,12.651014280319213,11.394181059674723,3
cos_elem_1722,12.649085257202387,25.298170514404774,1
euc_elem_881,12.638162621855736,11.958429451942887,3
euc_elem_1770,12.611420303583145,12.04525788514707,3
euc_elem_394,12.609614592790603,19.933436003010154,2
euc_elem_581,12.603180648386479,4.86843163517849,5
cos_elem_2228,12.60011080801487,11.787681512051304,3
cos_elem_1514,12.584857541322709,12.060142912452374,3
euc_elem_1444,12.558479011058807,20.959552765589073,3
euc_elem_1079,12.557619373500348,13.553230108592379,3
euc_elem_2665,12.55260540023446,15.862218163352026,2
euc_elem_1911,12.551479226350784,15.748401186876599,2
cos_elem_1341,12.524229720234871,14.24822792861415,3
cos_elem_2636,12.523659105598927,14.009502112838266,3
cos_elem_2470,12.50944621860981,17.26478349944409,2
euc_elem_16,12.50888982862234,12.628598056946434,3
cos_elem_3202,12.481209728121758,15.30043246524114,2
cos_elem_1822,12.47302508354187,12.815297277369595,4
cos_elem_1966,12.466877253353596,8.470586386403655,4
cos_elem_2710,12.466271901130677,11.734738351806293,3
cos_elem_1538,12.461329260468483,14.015339974614063,3
cos_elem_1642,12.44308108985424,15.24045438628543,2
cos_elem_2037,12.422765232622623,13.58841450660292,4
cos_elem_446,12.411008167266846,15.885254490974408,2
euc_elem_601,12.401697647571563,16.529958464621465,2
euc_elem_2158,12.390332275629044,15.19638681849741,2
cos_elem_1900,12.36957993209362,24.739159864187243,1
euc_elem_1555,12.33970702290535,10.464970276729622,3
cos_elem_925,12.319616812467576,19.280087403397697,2
euc_elem_382,12.295226657390595,12.266517188778048,3
cos_elem_285,12.277611923217773,17.955600490061663,2
euc_elem_768,12.25543721318245,10.034011913964516,3
euc_elem_1624,12.254878377914428,13.657059920777762,3
cos_elem_2775,12.25123172402382,16.586948925666963,2
cos_elem_1422,12.246921968460082,16.101429235308515,2
cos_elem_1473,12.24170729070902,13.51271460394893,3
cos_elem_1333,12.236095064133405,10.197332592835913,3
euc_elem_2191,12.215219520032406,6.625146646657333,4
euc_elem_1129,12.208351612091064,16.636085092697634,3
euc_elem_714,12.206459730863571,21.459596845658943,2
cos_elem_1278,12.204933673143387,8.014545583685122,4
cos_elem_2562,12.204137635231017,12.696698542149365,3
cos_elem_362,12.197552645206452,21.301395464009946,2
cos_elem_2705,12.158192551136016,12.099135673817715,3
euc_elem_2495,12.143956542015076,14.912148427046452,2
euc_elem_624,12.132099193334579,8.6170691007629,4
euc_elem_1287,12.128920873999595,18.308642085780598,3
euc_elem_1506,12.127335155010224,15.554872316298898,2
euc_elem_2498,12.123672702908516,19.150736233700385,2
euc_elem_2499,12.119152650237083,14.371296845827281,3
cos_elem_705,12.107586938142777,22.178190375710134,2
euc_elem_1544,12.090393705666065,11.177144200380411,3
euc_elem_189,12.080736703425647,11.749795362497576,3
cos_elem_2815,12.071258282661438,22.76147533375604,2
euc_elem_2835,12.055541996657848,10.788884912984837,3
cos_elem_1092,12.039988106489181,15.08649697632454,2
euc_elem_2487,12.034428742527961,11.114505156714634,3
cos_elem_1566,12.027673715353012,15.694079217644129,3
euc_elem_3169,12.026921153068542,24.053842306137085,1
euc_elem_2866,12.004273973405361,12.81572157423831,4
cos_elem_2143,11.962671089172364,10.771016195143961,3
cos_elem_908,11.937738762795925,9.693817312323542,4
euc_elem_3243,11.932984179258346,15.966665014259714,2
euc_elem_1256,11.918111348152161,7.1884537015778545,4
euc_elem_786,11.918030598759652,14.189180198524289,3
euc_elem_2892,11.89269922375679,9.893905855719163,3
cos_elem_476,11.883944843709468,10.195038561573485,3
euc_elem_1458,11.878280706703663,13.944222812694775,3
cos_elem_1552,11.851053404808045,11.456678823206458,3
euc_elem_2500,11.842223745584487,12.376945690127252,3
cos_elem_487,11.826438385248185,14.410303130281074,4
cos_elem_1015,11.760971638560296,5.515488248345437,5
euc_elem_1665,11.720166319608689,12.276804066130204,3
euc_elem_2952,11.696100893616677,20.805413981480527,2
cos_elem_1192,11.682734847068787,11.17292463665853,4
cos_elem_2646,11.659522044658662,10.28441164763682,4
euc_elem_2466,11.650351449847221,14.284150882112192,2
euc_elem_842,11.646726855635643,16.30426227824434,2
cos_elem_1776,11.642679050564766,10.184725951460505,3
cos_elem_2609,11.62612396478653,23.25224792957306,1
euc_elem_704,11.615659105777741,23.231318211555482,1
euc_elem_1671,11.614915764331817,16.90837860538192,3
euc_elem_880,11.585211403667927,6.044298135823807,4
cos_elem_799,11.570352724194526,9.65354270861362,4
cos_elem_1158,11.56153745651245,14.3533856535076,2
euc_elem_800,11.550840616226196,16.462883574659728,2
euc_elem_566,11.53567922115326,23.071358442306515,1
cos_elem_1675,11.51837170124054,14.155883981314352,2
euc_elem_937,11.490405368804932,14.109098167173077,2
cos_elem_1919,11.462233400344848,12.087384118333475,4
cos_elem_1115,11.450629168748856,15.916593021256631,3
euc_elem_671,11.443288815021514,22.88657763004303,1
cos_elem_109,11.40875064432621,9.888322874064425,3
cos_elem_3325,11.39794943332672,22.79589886665344,1
cos_elem_1641,11.394486781954765,20.00363583291859,2
cos_elem_2806,11.357808887958527,14.637637653575332,2
cos_elem_2,11.334970259666443,19.010340135908166,2
cos_elem_2276,11.328287997841835,14.6884072438058,2
euc_elem_1120,11.321995201706887,21.62236010678933,2
cos_elem_403,11.320746552944183,20.662985228871964,2
euc_elem_1249,11.313949859142303,22.62789971828461,1
cos_elem_3106,11.308218586444855,9.620900558921932,3
euc_elem_1332,11.283406819403172,17.063952074842184,2
euc_elem_1789,11.231927213072776,19.161138271502885,2
cos_elem_845,11.21161409020424,9.317537021294001,3
euc_elem_682,11.209436932206154,11.79246889225205,3
cos_elem_3288,11.19380704909563,13.476359550442476,4
euc_elem_353,11.193074855208398,13.827747233680853,2
euc_elem_1258,11.189583083987236,10.036954022674118,3
cos_elem_587,11.136405515670777,13.759518048661198,2
euc_elem_2858,11.12235043644905,14.668222664391822,2
cos_elem_2580,11.114806479215622,14.203690745403334,2
euc_elem_747,11.111235402524471,14.440667751487922,3
euc_elem_3206,11.086060053110122,8.702110120791323,4
euc_elem_2642,11.080218386650085,9.484324181348898,3
euc_elem_1629,11.07675668001175,14.104615772586069,2
euc_elem_2917,11.072573399543762,11.426388625805464,3
euc_elem_276,11.048053267598153,10.83923189175553,4
cos_elem_2127,11.021792995929719,11.148016111100082,3
euc_elem_1443,11.014173835515976,8.372272065804038,4
cos_elem_2812,11.008257830142975,16.54355873788564,2
euc_elem_1006,11.00033941268921,18.498485116382525,2
cos_elem_2119,10.992404675483703,13.91297714801684,2
cos_elem_1456,10.98939043879509,13.479479559408448,2
euc_elem_702,10.946079990267753,15.960653660916792,3
euc_elem_0,10.942188709974289,12.64944098635776,3
cos_elem_2858,10.92419022321701,13.546677417471775,3
cos_elem_2499,10.921010887622833,14.595905284098134,3
euc_elem_3199,10.912269985675811,6.912267363147042,4
cos_elem_73,10.911807388067245,9.854566492161739,3
euc_elem_1782,10.90471936762333,21.80943873524666,1
euc_elem_3248,10.892009824514389,10.029256514343219,3
cos_elem_1338,10.891628754138946,10.831168098877468,3
euc_elem_1582,10.87999985218048,10.737886923240575,3
euc_elem_1246,10.86614449620247,19.489758047634616,2
euc_elem_770,10.83229727745056,16.818199649898922,3
cos_elem_683,10.830802753567696,12.8281487940507,4
cos_elem_757,10.82528089284897,14.496242432676167,2
cos_elem_3078,10.796715189516544,15.820287511123867,2
euc_elem_1932,10.792603480815888,14.568797228526424,3
euc_elem_708,10.759521615505218,13.3081390875634,2
euc_elem_36,10.751298852264881,8.282028459508247,4
euc_elem_1636,10.742334461212158,19.198559600240916,2
euc_elem_2239,10.693076232075692,21.386152464151387,1
euc_elem_293,10.656928461790084,10.40710682595256,3
euc_elem_2322,10.648779356479645,13.855858968483005,3
cos_elem_1831,10.628727531433105,15.194183391460907,2
euc_elem_1068,10.626018035411835,15.398753989379943,3
euc_elem_1545,10.622830560803413,14.614975761371033,3
euc_elem_154,10.622228348255158,21.244456696510316,1
euc_elem_711,10.592105160653592,11.960092238786618,4
euc_elem_1117,10.583891779184341,14.443959887578684,3
cos_elem_2041,10.563973689079285,8.284465629301687,4
cos_elem_3115,10.563660811632872,9.672864942049234,4
euc_elem_1359,10.52692282497883,10.822570202681304,3
cos_elem_770,10.522073072195052,9.264060194839983,3
euc_elem_1538,10.517715859413148,9.93825234002882,3
euc_elem_3050,10.512374629080295,11.787910138823092,3
euc_elem_672,10.507394754886628,10.114645308149052,3
cos_elem_1886,10.456933897733688,20.91386779546737,1
euc_elem_1367,10.45147508084774,10.549125393850085,3
euc_elem_2908,10.434774067997932,20.869548135995863,1
euc_elem_1182,10.415632504224778,14.10113485216832,2
euc_elem_2893,10.405188024044037,14.447762611298305,2
euc_elem_404,10.381045085191726,11.094884614149361,3
cos_elem_1053,10.377931439876557,15.006263327012407,2
euc_elem_1043,10.375531327724456,13.414722570441494,3
euc_elem_259,10.3285621881485,15.362164267716812,3
euc_elem_2476,10.321891304850578,10.933456956359036,3
euc_elem_835,10.29158040881157,15.927280108252061,2
cos_elem_601,10.280827683210372,11.204933019078135,3
cos_elem_1517,10.275966513156892,13.882749598300272,2
cos_elem_1665,10.241651755571365,12.021841512264787,3
cos_elem_986,10.19260182082653,12.64060253978185,2
euc_elem_1317,10.18461116552353,10.95957157000558,3
euc_elem_1300,10.178160881996154,15.406664383948268,3
cos_elem_1469,10.172063724696637,15.830761359300823,2
euc_elem_885,10.169095280766488,9.138257337980919,3
cos_elem_786,10.163722576200962,12.492395916089608,2
euc_elem_2005,10.14845826625824,16.795703638984488,2
cos_elem_1175,10.14581253528595,8.566501138575711,3
euc_elem_3303,10.140460595488548,11.698145813296067,3
euc_elem_1744,10.131575718522072,9.521056616290778,3
cos_elem_3250,10.123015940189362,18.06834427592569,2
euc_elem_2849,10.116948895156384,9.802674657844673,3
euc_elem_3296,10.113936626911164,10.349140737013695,4
cos_elem_3000,10.087092328071595,9.020359531130968,3
euc_elem_313,10.079484510421754,15.496407048860048,2
cos_elem_919,10.076514947414399,10.756327351219587,3
euc_elem_1969,10.03349597454071,10.763968494904715,3
euc_elem_62,10.031175178289413,12.344769978377085,2
cos_elem_2496,10.024417800456286,12.498739575677817,2
cos_elem_247,10.020719131827354,9.331724589059833,4
cos_elem_1607,10.01515690088272,12.298515528260035,2
cos_elem_422,10.012918680906296,8.716071816218028,3
cos_elem_886,10.004919701814652,10.224832009016689,3
cos_elem_866,9.986097392439842,3.396439490322794,5
cos_elem_3002,9.982464027404784,19.96492805480957,1
euc_elem_267,9.978362739086151,9.135660547821614,3
cos_elem_2241,9.97547094374895,9.158534366582673,3
cos_elem_379,9.958850061893463,13.071020513106436,2
euc_elem_978,9.957229781150819,8.468659693922572,3
euc_elem_2742,9.956278067827224,16.90465533100597,2
euc_elem_986,9.953692722320557,8.49188346734634,3
euc_elem_1193,9.949041575193405,15.144295100210876,2
cos_elem_2573,9.94473769068718,10.625614360351948,3
euc_elem_3088,9.938962733745575,14.360603373387441,2
euc_elem_742,9.91450317054987,14.270886439584073,2
euc_elem_2799,9.894838628172874,9.874042995865878,3
cos_elem_12,9.88118132352829,11.822166272597814,3
cos_elem_2566,9.875357937812804,19.75071587562561,1
euc_elem_2916,9.87527859210968,12.206634920692967,2
cos_elem_1564,9.873701137304305,16.93499415613897,2
cos_elem_1908,9.85286525785923,6.605610731873332,4
euc_elem_2564,9.841416856646537,12.721088434529985,2
cos_elem_2307,9.834532895684243,10.45986010426819,3
euc_elem_854,9.809254834055901,15.741197405892603,2
euc_elem_305,9.809123718738556,12.234454552860747,2
cos_elem_410,9.807793414592743,7.474142948864559,4
cos_elem_568,9.80045781135559,13.302435573992172,2
euc_elem_1515,9.784870201349259,7.568634296444998,4
cos_elem_1588,9.784120130538941,19.56824026107788,1
cos_elem_194,9.776952123641967,12.125316646052374,2
cos_elem_658,9.769650864601136,12.168802194873633,2
cos_elem_1853,9.764985424280166,12.342199798130148,2
euc_elem_2903,9.761097031831742,8.361657432810306,3
cos_elem_1933,9.743687665462494,13.573192355679524,2
euc_elem_2152,9.742304360866546,10.334062603080058,3
euc_elem_1909,9.737970784306526,12.417969742041825,3
euc_elem_194,9.731037589907647,12.137297324186337,2
cos_elem_1561,9.715661412477493,8.784511340124345,3
euc_elem_1841,9.697938990592956,12.32866414448349,3
cos_elem_1033,9.695675367116928,13.55339100048372,2
euc_elem_1474,9.657687252759933,13.441875168230435,2
euc_elem_2082,9.652481907606125,9.697790203226184,3
euc_elem_2327,9.644223788380623,10.513244341526839,3
euc_elem_3175,9.633976763486862,13.075122055025316,3
cos_elem_1281,9.62717691063881,5.529464568271023,4
euc_elem_946,9.615297415852547,8.68842022902935,4
euc_elem_1783,9.615120789408683,16.003967246508285,2
euc_elem_2530,9.61355201601982,14.612646700805444,2
cos_elem_2403,9.60193362236023,13.032514177139626,2
euc_elem_2301,9.593063539266586,16.581535657645766,3
euc_elem_1280,9.587829862535,7.981282448126334,3
cos_elem_1236,9.580049559473991,8.951266798060548,3
euc_elem_957,9.573203234374523,10.021973098109553,3
euc_elem_2806,9.561100256443023,12.286597697306345,3
cos_elem_2227,9.556240022182465,14.835411821240573,2
cos_elem_2327,9.54974547624588,12.524480070147481,2
euc_elem_2326,9.5408148676157,11.993630301945455,2
cos_elem_726,9.53955860286951,9.439563862342984,3
euc_elem_2661,9.538258111476898,8.83441811805611,3
cos_elem_825,9.537958145141602,10.785536025409925,4
euc_elem_787,9.537082481384278,9.561384984191783,3
euc_elem_1264,9.532914119958878,19.065828239917757,1
euc_elem_2895,9.532091629505157,13.223089744374404,2
euc_elem_207,9.529379829764366,13.665888858378018,3
euc_elem_3283,9.519084069132806,8.346587543933538,3
euc_elem_829,9.515837770700454,8.387148709493646,3
cos_elem_934,9.513808244466782,12.751245420381917,2
euc_elem_2027,9.503695812821388,17.134030764061034,2
cos_elem_778,9.497544026374817,18.995088052749633,1
euc_elem_3048,9.473379790782928,18.946759581565857,1
cos_elem_1817,9.46477233171463,17.370997012187157,2
euc_elem_954,9.457364493608475,11.940790667671013,3
cos_elem_3104,9.452751779556275,11.713432512980807,3
euc_elem_3052,9.451656073331833,16.619411247011094,2
euc_elem_2753,9.442988860607148,2.3949918091674105,5
euc_elem_2355,9.439438617229461,11.657435455000867,3
euc_elem_2393,9.43331120610237,8.674729960104724,4
cos_elem_2639,9.415430188179016,17.22728437178369,2
euc_elem_143,9.40585162639618,16.124056747675585,2
cos_elem_2177,9.404326993227006,13.416568553034018,3
euc_elem_2750,9.392581324279309,10.368377556870447,3
cos_elem_673,9.391422322392463,16.71481955304755,2
euc_elem_1253,9.390027904510498,11.972641666836449,2
cos_elem_2498,9.375055623054504,12.947126959877586,2
cos_elem_933,9.372738969326019,7.744486726398437,3
euc_elem_2078,9.369299875199795,5.5184881500631935,4
cos_elem_893,9.365518343448638,14.006897297250752,2
cos_elem_347,9.337521135807037,11.459814746254562,2
cos_elem_878,9.332081253826619,8.859708867736494,3
cos_elem_2125,9.326060020923615,12.783205620896261,2
euc_elem_3133,9.32172999382019,18.64345998764038,1
cos_elem_39,9.31523946672678,8.583337827049679,3
cos_elem_2082,9.31466368585825,11.691431039934145,2
cos_elem_2896,9.311424064636231,13.204234195345965,2
euc_elem_1623,9.297644325345754,5.681903401398927,4
euc_elem_1973,9.287618385255337,16.58057388514984,2
cos_elem_1270,9.285063397884368,13.5918701389707,3
euc_elem_1033,9.273769998550415,16.862956550013763,2
euc_elem_2095,9.265573999285698,10.21249950504378,3
cos_elem_2799,9.259365040063859,11.453617939917207,2
euc_elem_1590,9.256808364391327,7.675267221459457,3
cos_elem_2144,9.251626786589622,11.415749342838287,2
cos_elem_857,9.25075152516365,12.711361651713851,2
euc_elem_670,9.236788940429687,9.762870594600242,3
cos_elem_805,9.222572767734528,16.754609674856866,2
euc_elem_89,9.222286528348922,10.276484995263443,3
cos_elem_2243,9.217498755455017,18.434997510910033,1
euc_elem_1595,9.208552393317223,7.210482115614823,4
euc_elem_3118,9.201182226836682,13.8638880869235,2
euc_elem_1788,9.196431946754455,11.652086139548025,2
cos_elem_165,9.193006916344165,7.766674465431722,4
euc_elem_1507,9.183363534510136,12.47328884641812,2
euc_elem_630,9.180643776059151,8.652505050364807,3
euc_elem_1596,9.175559985637666,12.530742608427007,3
cos_elem_938,9.172899770736695,8.71029131278008,3
euc_elem_306,9.156549799442292,11.136559290336004,3
cos_elem_2539,9.152146047353744,13.13497969734809,2
euc_elem_2958,9.150638711452483,17.273855117586262,2
cos_elem_1612,9.135505378246307,10.413841560494978,3
euc_elem_193,9.130934435129166,7.4766099121991445,3
cos_elem_1151,9.122956484556198,11.223906616007884,2
cos_elem_2204,9.118830132484437,13.846036696617446,2
euc_elem_2470,9.108352726697921,12.432206113909835,3
cos_elem_1606,9.104744118452071,7.745324569434166,4
cos_elem_710,9.101685976982116,11.804555179684833,2
cos_elem_1035,9.096606063842774,11.559910041369308,2
cos_elem_2452,9.087756571173667,11.82171186494654,3
euc_elem_3165,9.076519912481308,11.126128507432488,3
euc_elem_2571,9.056788840889931,11.42350025550798,2
cos_elem_2217,9.056347876787186,13.89588697055406,2
euc_elem_3032,9.044685673713683,18.089371347427367,1
cos_elem_2917,9.042493987083436,11.101375681768182,2
euc_elem_1745,9.016306352615356,9.664344759256982,3
cos_elem_1746,9.014946579933167,14.557044928522128,2
cos_elem_36,8.99313194155693,12.49720105715211,2
cos_elem_2342,8.99304993748665,13.68325367389989,2
euc_elem_1469,8.967922270298004,11.137594214091514,2
euc_elem_549,8.952525323629379,11.764335911621995,2
euc_elem_2662,8.939549270272256,9.248335890125695,3
euc_elem_2058,8.928723686933518,12.50966723342561,2
euc_elem_2387,8.897372752428055,11.26687651937279,2
cos_elem_1693,8.897123885154723,11.061196845989242,2
cos_elem_2130,8.893005204200744,17.29931700034022,2
euc_elem_2538,8.886787909269334,12.891868125405239,2
cos_elem_1419,8.876493841409683,13.475721707991127,2
cos_elem_3244,8.87584188580513,14.732460860188269,2
cos_elem_2894,8.865291327238083,12.197069745317462,2
euc_elem_2517,8.849568617343902,12.39577764178737,2
euc_elem_2679,8.822218596935272,7.857909377969803,3
euc_elem_1078,8.814989691972732,7.784619191875718,3
euc_elem_1749,8.812714403867721,17.625428807735442,1
cos_elem_1246,8.795914101600648,17.591828203201295,1
euc_elem_2539,8.79581358730793,11.848393882123583,2
cos_elem_2611,8.768272018432617,17.536544036865234,1
euc_elem_934,8.766608917713166,10.046748022136498,3
euc_elem_1373,8.76192501783371,14.662530285238542,3
cos_elem_2902,8.729597353935242,8.683683183936257,3
cos_elem_669,8.7139801800251,13.54751557062244,2
cos_elem_1560,8.677698493003845,10.651901974436996,2
euc_elem_3100,8.662622044980527,6.330244897683017,4
cos_elem_3133,8.657777523994445,11.780288253069598,2
euc_elem_735,8.655680629611016,10.894857838048361,2
cos_elem_650,8.642630067467689,12.946868008697285,2
cos_elem_2697,8.613155961036682,17.226311922073364,1
cos_elem_1239,8.584506344795226,17.169012689590453,1
cos_elem_2523,8.578554630279541,8.489417530279791,3
euc_elem_1391,8.565029549598695,7.904014552114797,3
cos_elem_205,8.545559000968932,17.091118001937865,1
euc_elem_2469,8.530557954311371,9.733031653747473,3
euc_elem_1751,8.517719027400016,7.494518140036433,3
euc_elem_696,8.499964582920075,10.18252375532679,3
euc_elem_1396,8.498692125082016,10.92100123082396,3
cos_elem_2821,8.498295444250108,8.84664006738101,3
euc_elem_1723,8.48762093782425,16.9752418756485,1
cos_elem_2011,8.475194266438484,7.558550798130921,4
euc_elem_1509,8.47480001449585,10.719649031889784,2
cos_elem_3145,8.467944049835205,14.085829750791566,2
cos_elem_1788,8.445534901320935,8.450547665079158,3
cos_elem_2886,8.44016808271408,14.486189897657786,2
cos_elem_330,8.43864751458168,13.12968559705142,2
cos_elem_131,8.434021353721619,16.868042707443237,1
cos_elem_2661,8.431189358234406,10.963067361292458,2
euc_elem_1310,8.411673760414123,9.460790804279474,3
euc_elem_1190,8.410831141471864,7.0284541674064425,3
euc_elem_2743,8.397106170654297,16.794212341308594,1
euc_elem_3145,8.382235950231552,16.764471900463104,1
euc_elem_2656,8.36208236515522,6.587253053243848,4
cos_elem_2087,8.361973941326141,16.723947882652283,1
euc_elem_2049,8.361169844865799,14.847975009504434,2
euc_elem_2217,8.352187138795852,12.078707417001489,2
euc_elem_2,8.34515637755394,16.69031275510788,1
cos_elem_1898,8.342693489789962,16.685386979579924,1
cos_elem_2279,8.340447472780943,11.77479536135689,2
euc_elem_371,8.338495922088622,10.93470219887449,2
cos_elem_2649,8.32664696276188,16.35163725592437,2
euc_elem_2821,8.302614071965218,10.948507118912795,2
cos_elem_1981,8.299364614486695,13.4712703864573,2
cos_elem_2714,8.295714923739434,16.591429847478867,1
euc_elem_2640,8.283784818649291,13.632612710329568,2
cos_elem_1499,8.271877425909043,4.947713123516712,4
cos_elem_3278,8.268113145232201,9.634575228929348,3
euc_elem_1086,8.264595666527748,7.714449776664312,3
cos_elem_1599,8.258139824867248,10.349122833667858,2
cos_elem_1545,8.239471289515496,10.680227040369493,3
euc_elem_247,8.223375017940999,10.679068740264102,3
euc_elem_3002,8.221099686622619,16.442199373245238,1
cos_elem_667,8.215767002105713,6.456553192012745,4
cos_elem_3199,8.19735581278801,6.2102221260001915,4
euc_elem_2932,8.1951047539711,12.031414294819662,2
cos_elem_1177,8.18345204293728,10.763907180297123,2
euc_elem_1270,8.170243310928345,12.951785438880686,2
cos_elem_747,8.16459823846817,16.32919647693634,1
cos_elem_2497,8.150188130140304,15.410050931876572,2
cos_elem_2317,8.14553602039814,8.73587413302889,3
euc_elem_1022,8.14243620634079,8.129974788639505,3
euc_elem_2115,8.134596615284682,12.534212943670175,2
euc_elem_568,8.131234869360924,8.282527752073662,3
cos_elem_515,8.103968504071236,16.207937008142476,1
cos_elem_471,8.093835061788559,10.382135452572772,2
euc_elem_2279,8.09171159863472,7.191072379136325,4
euc_elem_1902,8.088938760757447,8.358984088999085,3
euc_elem_2554,8.070772457122803,13.09706234809663,2
euc_elem_2102,8.061755239963531,7.950588223278573,3
euc_elem_2135,8.053744679689407,16.107489359378814,1
euc_elem_1938,8.027460581064224,10.965813645385946,2
cos_elem_2919,8.0225280046463,16.0450560092926,1
cos_elem_2500,8.017555236816406,12.366134868344032,2
euc_elem_253,8.00670665204525,7.265427472389935,3
euc_elem_2494,8.00286254286766,11.968178712320071,2
cos_elem_2935,7.984362530708313,11.45104582955124,2
euc_elem_2432,7.971639193594456,9.616507049574613,3
euc_elem_848,7.966523581743241,6.751515158691794,3
cos_elem_800,7.94856721162796,8.542848129132636,3
euc_elem_1534,7.944626745581627,9.751541854153585,2
cos_elem_2845,7.944284039735794,8.462084495314146,3
euc_elem_413,7.933855423331261,10.365332543414741,2
euc_elem_479,7.906838965415955,10.876668585182697,2
euc_elem_2715,7.904836368560791,8.19597427386807,3
cos_elem_3052,7.898899310827256,5.276206473056158,4
cos_elem_935,7.890845024585724,15.781690049171448,1
cos_elem_2939,7.888019555807114,9.333828863412144,3
euc_elem_2919,7.874901148676872,10.665597276046208,2
euc_elem_3065,7.86007130742073,9.982323890999787,2
euc_elem_643,7.849352233111858,9.939199748042,2
euc_elem_3092,7.845765537023544,10.475321205574362,3
cos_elem_1006,7.833575195074081,13.797531553985698,2
euc_elem_1574,7.822464793920517,11.677197772945854,2
euc_elem_1452,7.819374984502792,4.823982860794258,4
cos_elem_2647,7.81901183128357,8.405694831934246,3
cos_elem_1331,7.816756176948547,15.633512353897094,1
cos_elem_1506,7.814374041557312,15.628748083114624,1
cos_elem_472,7.791408118605614,15.58281623721123,1
cos_elem_44,7.790301364660263,9.288428953841349,3
cos_elem_1830,7.789323809742927,14.439060815353175,2
euc_elem_2200,7.766388726234436,11.506945023079096,2
cos_elem_3307,7.762761497497559,9.513423025395387,2
cos_elem_3033,7.7443971812725065,12.52353419049538,2
euc_elem_938,7.7418828248977665,8.328510737148845,3
euc_elem_148,7.740549546480179,11.431654867248001,2
euc_elem_1816,7.717172011733055,4.62888518640066,4
euc_elem_555,7.714850568771363,12.02740458328196,2
euc_elem_3163,7.706620094180107,15.413240188360216,1
euc_elem_1853,7.704410809278488,6.4476664833004875,3
euc_elem_2220,7.701119041442871,11.664938716978444,2
cos_elem_819,7.69633863568306,10.081197251753284,3
euc_elem_179,7.681246358156204,6.689530947321595,3
euc_elem_1342,7.679967518150806,11.129241755875148,2
cos_elem_1636,7.67342255115509,7.950888336198064,3
euc_elem_1830,7.6618970185518265,9.157453423070603,3
cos_elem_392,7.658538982272148,12.374487675382015,2
cos_elem_1308,7.6570820093154905,15.314164018630981,1
cos_elem_1839,7.649415594339371,5.774171187192561,4
cos_elem_413,7.648986649513245,13.229755746255652,2
cos_elem_2934,7.625864595174789,9.88980464315311,2
euc_elem_940,7.613039454817772,7.831675971715168,3
cos_elem_2391,7.610119169950485,9.964904201333194,3
cos_elem_306,7.6094229340553285,6.262214409427119,3
euc_elem_1315,7.605764096975326,15.21152819395065,1
euc_elem_2168,7.596174561977387,10.493172141131462,2
euc_elem_2666,7.594719171524048,11.767036327861376,2
euc_elem_805,7.587732809782028,9.556073712322753,2
cos_elem_648,7.585683411359787,12.18310838087811,3
euc_elem_623,7.5848576605319975,15.169715321063995,1
cos_elem_2645,7.583478540182114,9.476036487483055,2
euc_elem_1321,7.5801052927970884,15.160210585594177,1
euc_elem_2245,7.5793281853199,15.158656370639802,1
cos_elem_208,7.576144075393676,11.938625712144418,2
euc_elem_650,7.574864760041237,9.767001356547576,2
cos_elem_256,7.569876164197922,10.62462992445788,2
euc_elem_3036,7.559259986877441,15.118519973754882,1
cos_elem_1073,7.55858099758625,12.910050682505064,2
euc_elem_1425,7.557394623756409,11.267345731180459,2
euc_elem_1588,7.555569231510162,15.111138463020323,1
euc_elem_2439,7.542844206094742,11.721101431153787,2
euc_elem_1943,7.523707994818688,10.756666082814995,2
cos_elem_2642,7.5224832713603975,6.6094078163307,3
euc_elem_2888,7.496232903003692,10.101965256182597,3
euc_elem_1919,7.48606014251709,14.97212028503418,1
euc_elem_889,7.480805373191833,9.178385436059498,2
euc_elem_1140,7.4722834646701815,6.47797237319581,3
cos_elem_1087,7.46953039765358,8.151034098838135,3
euc_elem_1839,7.445233798027038,9.126208143696209,2
euc_elem_420,7.4420029610395435,6.27800020446826,3
euc_elem_2578,7.440064094215631,6.112973928483108,3
cos_elem_850,7.4362029254436495,9.556742071926267,2
euc_elem_2080,7.4255530372262,7.2146473612465565,3
euc_elem_2575,7.421123659610748,13.458893315224483,2
cos_elem_880,7.415817993879318,9.206708296227117,2
cos_elem_3175,7.410888421535492,10.647643514023137,2
euc_elem_1104,7.4064896494150165,9.678928007448361,2
euc_elem_2741,7.405480116605759,9.3811017886263,2
cos_elem_187,7.387003013491631,9.166016553514277,2
cos_elem_2575,7.384358900785446,14.768717801570892,1
euc_elem_2520,7.373714488744736,4.5296717816846614,4
euc_elem_1945,7.37301082611084,9.857041885691226,3
