feature,importance_split,importance_gain,importance_gain_norm,selected_in_n_folds
euc_elem_271,6.0,27.329760491847992,0.00037735708157146864,1
cos_elem_2125,15.0,27.27660781145096,0.00037662317318766454,2
euc_elem_15,8.0,27.269600808620453,0.00037652642363365834,1
euc_elem_2663,14.0,27.23408231139183,0.0003760360001460469,2
cos_elem_2987,6.25,27.218522667884827,0.00037582115956353077,4
cos_elem_1585,12.8,27.20078529715538,0.0003755762498997519,5
cos_elem_1732,12.0,27.17338813096285,0.0003751979621104818,3
cos_elem_2317,14.5,27.16974885761738,0.0003751477126555297,2
euc_elem_2499,6.5,27.154577761888504,0.00037493823696655695,2
euc_elem_2893,13.0,27.147961422801018,0.00037484688152238885,2
euc_elem_292,8.0,27.132585793733597,0.00037463458172876503,1
euc_elem_439,12.0,27.092510203520458,0.00037408123594406286,3
euc_elem_189,13.0,27.034448102116585,0.00037327954047577624,2
euc_elem_1185,16.0,27.004108391702175,0.00037286062335496506,4
euc_elem_1402,5.0,26.99274532496929,0.0003727037272233176,1
cos_elem_2719,8.75,26.95179059356451,0.0003721382426511399,4
cos_elem_1745,8.0,26.934910029172897,0.00037190516338518734,2
cos_elem_293,13.0,26.93426889181137,0.0003718963108479065,1
cos_elem_1742,12.0,26.899348735809326,0.0003714141489877291,2
euc_elem_1174,19.0,26.811200582981108,0.00037019703880825664,5
euc_elem_2818,14.75,26.807115450501442,0.00037014063313024786,4
euc_elem_2774,6.666666666666667,26.803929607073467,0.00037009664443233436,3
euc_elem_3193,12.2,26.79038102328777,0.00036990957166093845,5
euc_elem_3145,8.5,26.75041401386261,0.0003693577251110824,2
euc_elem_1120,5.0,26.713394671678543,0.0003688465786291203,2
euc_elem_1105,8.0,26.70300006866455,0.0003687030546103634,1
cos_elem_2494,11.333333333333334,26.684009080131847,0.00036844083555392503,3
cos_elem_1582,11.25,26.671892773360014,0.00036827353902147986,4
cos_elem_1073,14.666666666666666,26.635755211114883,0.00036777456776163303,3
cos_elem_1943,13.0,26.620779924094677,0.000367567795711533,4
euc_elem_2463,15.25,26.614020612090826,0.00036747446616142723,4
euc_elem_2130,13.0,26.61352129280567,0.0003674675717845711,2
cos_elem_1249,13.0,26.57818904519081,0.0003669797199481351,1
euc_elem_96,4.5,26.575679033994675,0.00036694506283871885,2
euc_elem_1830,8.0,26.524734258651733,0.00036624164021814885,1
cos_elem_1175,7.333333333333333,26.443071107069652,0.0003651140720288069,3
cos_elem_2799,9.666666666666666,26.436357527971268,0.00036502137393815874,3
cos_elem_3145,10.5,26.392589136958122,0.0003644170396154073,2
cos_elem_1456,14.0,26.371391102671623,0.00036412434666056816,2
cos_elem_581,12.0,26.33762601017952,0.00036365813339954775,2
cos_elem_1436,14.0,26.331034034490585,0.0003635671143542653,1
cos_elem_1731,19.0,26.330830842256546,0.00036356430876698407,1
euc_elem_2210,9.0,26.3171147108078,0.0003633749225725645,1
cos_elem_780,15.333333333333334,26.30643766125043,0.0003632274986585509,3
euc_elem_208,8.666666666666666,26.27496870358785,0.00036279298939795237,3
euc_elem_1684,12.0,26.24225914478302,0.0003623413504729145,1
cos_elem_913,11.333333333333334,26.231255128979683,0.000362189411955548,3
cos_elem_703,17.0,26.186337426304817,0.0003615692084525814,2
cos_elem_1514,9.666666666666666,26.17661314209302,0.00036143493989535674,3
cos_elem_2904,5.5,26.157881716266274,0.0003611763047644063,4
euc_elem_3170,13.666666666666666,26.141831010580063,0.00036095468381545145,3
euc_elem_1679,8.0,26.12811480710904,0.0003607652966265806,3
euc_elem_817,19.0,26.09726709127426,0.000360339365194652,1
cos_elem_2860,12.666666666666666,26.083296611905098,0.0003601464670781656,3
cos_elem_2080,11.5,26.069255381822586,0.0003599525920675452,2
cos_elem_878,10.0,26.053041398525238,0.00035972871665452936,2
euc_elem_2665,15.0,26.010261468589306,0.00035913803055922784,2
euc_elem_1442,14.0,25.974042812983196,0.0003586379395986049,3
cos_elem_1025,6.0,25.96439778804779,0.00035850476541793855,1
cos_elem_865,14.4,25.953809228539466,0.0003583585633348541,5
euc_elem_51,9.0,25.889994129538536,0.00035747743305468324,2
euc_elem_672,14.5,25.87455940246582,0.0003572643172622946,2
euc_elem_1473,14.0,25.864304834604262,0.00035712272678614795,5
euc_elem_1253,18.0,25.845194160938263,0.0003568588551710412,1
cos_elem_3027,10.666666666666666,25.797998627026875,0.00035620720039545976,3
cos_elem_799,14.666666666666666,25.782570709784824,0.00035599417863016024,3
euc_elem_401,10.2,25.782306599617005,0.00035599053191535745,5
euc_elem_1632,13.333333333333334,25.763032739361126,0.00035572440709297036,3
cos_elem_507,14.5,25.744224280118942,0.00035546470831915186,2
cos_elem_208,8.5,25.72031158208847,0.00035513453250425695,2
euc_elem_675,14.0,25.716075092554092,0.0003550760369558866,1
cos_elem_16,17.0,25.711443697412808,0.00035501208872792316,3
cos_elem_2436,11.0,25.62577611207962,0.000353829229112441,3
cos_elem_2396,10.0,25.621796637773514,0.00035377428231512864,1
euc_elem_1693,8.0,25.604493697484333,0.00035353537107212386,3
euc_elem_1372,11.0,25.58159830123186,0.0003532192417041467,5
cos_elem_2457,13.666666666666666,25.576547051469486,0.00035314949631178635,3
cos_elem_3190,13.8,25.55868902653456,0.0003529029207088247,5
cos_elem_768,4.0,25.532904610037804,0.0003525469010443955,1
cos_elem_1372,11.8,25.53273251056671,0.0003525445247720468,5
cos_elem_1813,10.0,25.520486921072006,0.0003523754431617187,1
euc_elem_1810,12.0,25.51312694946925,0.000352273819973133,3
cos_elem_2173,10.666666666666666,25.46633967757225,0.00035162780229643184,3
cos_elem_52,5.5,25.454853489995003,0.00035146920616735763,2
euc_elem_102,12.0,25.447159200906754,0.00035136296687279903,2
cos_elem_418,16.0,25.401831783354282,0.0003507371062104682,4
cos_elem_2133,9.0,25.389125666022302,0.00035056166583820694,5
cos_elem_2611,10.333333333333334,25.33033002416293,0.00034974984197214007,3
euc_elem_857,12.666666666666666,25.288469369212788,0.0003491718488137526,3
cos_elem_2750,7.0,25.261432081460953,0.00034879853006466647,3
euc_elem_1857,10.2,25.250793682038783,0.0003486516398143937,5
euc_elem_1654,11.5,25.247561302036047,0.0003486070085603172,4
cos_elem_269,6.0,25.222119212150574,0.00034825571558827945,1
cos_elem_2237,7.5,25.192885890603065,0.00034785207498897385,2
cos_elem_767,11.5,25.176462069153786,0.0003476253022248217,2
euc_elem_2375,11.8,25.17183120250702,0.0003475613612940737,5
euc_elem_2217,11.666666666666666,25.13055095821619,0.0003469913821858853,3
cos_elem_2151,8.0,25.125761091709137,0.0003469252458563424,1
cos_elem_549,6.0,25.104943096637726,0.0003466378003126224,1
euc_elem_1233,13.0,25.093635886907578,0.0003464816754294293,1
cos_elem_652,10.2,25.083359068632127,0.000346339777729542,5
euc_elem_1495,15.5,25.08076447248459,0.00034630395270903423,2
euc_elem_1975,10.5,25.064886659383774,0.0003460847189833948,4
cos_elem_1920,12.0,25.056038600206374,0.00034596254894865374,5
euc_elem_2051,11.666666666666666,25.04657389720281,0.0003458318645723881,3
euc_elem_2636,15.666666666666666,25.034842212994892,0.0003456698787358881,3
euc_elem_952,14.0,25.028559515873592,0.0003455831300704251,3
cos_elem_1764,9.5,25.018386363983154,0.00034544266374951076,4
euc_elem_2205,10.25,25.005431964993477,0.00034526379521541896,4
euc_elem_1506,8.0,24.98729855939746,0.00034501341727973575,3
cos_elem_3016,5.0,24.983360449473064,0.00034495904162326336,3
euc_elem_2355,11.666666666666666,24.97835365931193,0.00034488991010914676,3
cos_elem_2816,15.666666666666666,24.978282858928043,0.0003448889325291842,3
cos_elem_1912,9.0,24.977621744076412,0.0003448798041516754,3
euc_elem_2045,11.0,24.967610336840153,0.0003447415711284396,4
cos_elem_2395,11.666666666666666,24.955586850643158,0.00034457555622088246,3
euc_elem_1716,11.5,24.946376860141754,0.00034444838880066497,2
cos_elem_2609,19.0,24.928373903036118,0.0003441998120392599,1
euc_elem_1342,19.0,24.91704662144184,0.00034404341001276467,2
euc_elem_761,19.0,24.896796971559525,0.0003437638119246397,1
cos_elem_228,11.0,24.869838051497936,0.00034339157524149004,4
cos_elem_805,13.5,24.85750013589859,0.00034322121883369666,2
euc_elem_2033,12.333333333333334,24.85170754790306,0.0003431412373753377,3
euc_elem_742,17.0,24.84734684228897,0.0003430810267070219,1
cos_elem_1379,14.0,24.832289159297943,0.00034287311697029304,1
cos_elem_2821,17.5,24.81048145890236,0.0003425720060191189,2
cos_elem_1232,9.0,24.753123581409454,0.00034178003415890766,1
euc_elem_937,15.333333333333334,24.75221797823906,0.0003417675299962918,3
euc_elem_1412,15.0,24.742863953113556,0.00034163837381055213,1
euc_elem_2839,8.0,24.74256393313408,0.0003416342312691675,1
euc_elem_994,14.25,24.72167095169425,0.0003413457503472871,4
euc_elem_1516,11.0,24.655887211362522,0.0003404374379501169,3
cos_elem_1245,9.0,24.627261646091938,0.00034004218897704,4
cos_elem_2489,12.8,24.608386081457137,0.00033978156364204205,5
cos_elem_343,14.333333333333334,24.57803562283516,0.0003393624981147989,3
euc_elem_62,9.0,24.563778579235077,0.00033916564324787206,3
cos_elem_1583,15.0,24.530021712183952,0.00033869954356005344,3
cos_elem_735,7.0,24.526667813460033,0.0003386532344299488,3
cos_elem_1022,11.4,24.49782940149307,0.0003382550465651026,5
cos_elem_1565,10.8,24.47182065099478,0.00033789592939734386,5
cos_elem_1518,17.0,24.463506564497948,0.00033778113221800846,2
cos_elem_2050,14.666666666666666,24.427061945199966,0.00033727792125202245,3
euc_elem_450,10.0,24.41702002286911,0.00033713926689003966,1
euc_elem_80,5.5,24.373870082199574,0.00033654347185239577,2
euc_elem_777,18.0,24.342458993196487,0.0003361097616163064,2
euc_elem_1676,14.75,24.330217719078064,0.00033594073959075947,4
euc_elem_199,8.0,24.313329935073853,0.00033570756063963257,1
euc_elem_1932,15.5,24.28889760375023,0.0003353702099611654,2
cos_elem_1139,14.6,24.27300299704075,0.00033515074435690574,5
euc_elem_1580,12.0,24.258656799793243,0.0003349526584963808,1
cos_elem_1273,12.25,24.25816658884287,0.0003349458898833283,4
euc_elem_557,6.5,24.247935235500336,0.00033480461994285385,2
euc_elem_1172,11.0,24.21030495762825,0.0003342850379347799,5
cos_elem_1610,7.75,24.202230617403984,0.00033417355106450333,4
cos_elem_2510,8.5,24.18202666938305,0.0003338945840071932,2
euc_elem_909,9.0,24.178926557302475,0.00033385177904929326,1
cos_elem_2617,10.0,24.13817572593689,0.00033328910983745306,1
cos_elem_2523,8.75,24.05203937739134,0.0003320997777496703,4
cos_elem_214,12.0,24.048348128795624,0.0003320488106437621,1
euc_elem_1048,13.0,24.02787027955055,0.0003317660616811327,5
euc_elem_1637,7.8,24.015001687407494,0.0003315883779295138,5
cos_elem_3106,14.0,23.997080355882645,0.0003313409282175374,4
euc_elem_47,6.333333333333333,23.989630262056988,0.0003312380606616976,3
cos_elem_2045,11.666666666666666,23.981767624616623,0.00033112949688855964,3
cos_elem_2825,13.5,23.97551839798689,0.00033104321036864015,2
cos_elem_2121,14.333333333333334,23.931877315044403,0.0003304406338586591,3
cos_elem_2181,14.0,23.929548974335194,0.00033040848517388774,5
euc_elem_336,12.5,23.924082197248936,0.00033033300236651045,2
cos_elem_1251,7.0,23.91725930571556,0.00033023879493876223,1
cos_elem_1924,10.0,23.916803926229477,0.0003302325072629545,1
euc_elem_1453,9.0,23.91280895471573,0.000330177346487146,1
euc_elem_313,11.0,23.897584050893784,0.0003299671278401451,1
euc_elem_811,17.0,23.89734122157097,0.00032996377496171043,1
euc_elem_1096,12.0,23.89163503050804,0.0003298849864334671,1
cos_elem_1333,8.0,23.884332478046417,0.0003297841560626425,1
euc_elem_828,11.0,23.86411565542221,0.0003295050112385818,1
euc_elem_771,10.0,23.859597757458687,0.00032944263012877066,2
cos_elem_2795,10.6,23.85776506960392,0.0003294173251964237,5
cos_elem_1567,14.0,23.72590177319944,0.00032759661591093866,4
euc_elem_1561,11.5,23.674781806766987,0.0003268907743303388,4
cos_elem_1161,6.0,23.656092047691345,0.00032663271451520935,1
euc_elem_2587,7.5,23.643832609057426,0.00032646344168217524,2
euc_elem_1824,10.8,23.621037176251413,0.0003261486925646555,5
cos_elem_1550,7.6,23.615069869160653,0.0003260662986633521,5
cos_elem_294,4.0,23.586000382900238,0.0003256649202282471,1
cos_elem_1461,14.75,23.582151278853416,0.000325611773525033,4
cos_elem_2082,11.5,23.5785718485713,0.0003255623503562734,2
euc_elem_576,15.0,23.565536618232727,0.00032538236573915086,2
euc_elem_2759,12.0,23.547103762626648,0.0003251278531319652,1
cos_elem_1507,9.25,23.54065728932619,0.0003250388431184375,4
cos_elem_1863,12.0,23.538308148582775,0.00032500640723611795,3
cos_elem_2047,12.0,23.538008347153664,0.0003250022677123788,2
euc_elem_779,15.0,23.535062779982884,0.00032496159664131434,3
cos_elem_3192,13.0,23.532428666949272,0.00032492522598935825,1
cos_elem_925,9.0,23.51428309082985,0.0003246746800085436,2
euc_elem_1416,10.0,23.489235401153564,0.00032432883273779384,3
cos_elem_2261,11.0,23.460836470127106,0.0003239367130287649,1
euc_elem_2971,15.0,23.447430392106373,0.0003237516079130896,3
cos_elem_978,10.5,23.435006767511368,0.0003235800680739055,2
euc_elem_2876,9.5,23.429748713970184,0.00032350746722767273,2
euc_elem_109,14.6,23.42122924923897,0.00032338983427774323,5
cos_elem_2000,7.0,23.389645099639893,0.0003229537344985235,2
cos_elem_568,14.0,23.380280196666718,0.0003228244281163394,1
euc_elem_2983,9.333333333333334,23.35420568784078,0.00032246440298707053,3
cos_elem_1909,11.0,23.33238384624322,0.0003221630967805187,3
cos_elem_2995,11.5,23.330414548516273,0.00032213590560029563,2
cos_elem_2143,14.666666666666666,23.318084518114727,0.0003219656580677787,3
euc_elem_2577,12.0,23.312684440985322,0.00032189109622350566,4
euc_elem_1582,15.25,23.28735391050577,0.0003215413436137354,4
euc_elem_16,14.0,23.269028544425964,0.00032128831517374347,2
euc_elem_2779,14.0,23.267671957612038,0.00032126958403114333,2
euc_elem_2340,7.666666666666667,23.23107586304347,0.00032076428156252386,3
euc_elem_382,14.8,23.21629441678524,0.00032056018597877096,5
euc_elem_3067,13.0,23.20612572133541,0.00032041978119039087,2
cos_elem_811,16.0,23.1964410841465,0.00032028606006148544,1
cos_elem_1071,10.5,23.183561995625496,0.0003201082313805851,2
euc_elem_1214,8.666666666666666,23.173710465431213,0.00031997220586787577,3
euc_elem_3118,13.0,23.168842896819115,0.0003199049966624984,2
euc_elem_1108,5.0,23.158650130033493,0.0003197642595079043,1
euc_elem_293,15.0,23.14755518734455,0.00031961106551286176,2
cos_elem_2726,8.0,23.132633328437805,0.0003194050311742019,1
cos_elem_779,13.0,23.12584799528122,0.0003193113423356838,1
cos_elem_1941,8.0,23.122232019901276,0.0003192614145685957,1
cos_elem_119,6.0,23.114345103502274,0.00031915251556248063,4
euc_elem_171,10.0,23.101194500923157,0.0003189709379371794,1
cos_elem_2209,10.0,23.099049754440784,0.00031894132423919105,4
cos_elem_915,11.333333333333334,23.092796926697094,0.00031885498799670434,3
cos_elem_2543,7.0,23.091418638825417,0.0003188359572156268,2
cos_elem_305,14.0,23.07841557264328,0.0003186564167067579,3
cos_elem_200,16.0,23.07399918138981,0.00031859543715609607,1
cos_elem_787,11.0,23.055048232277233,0.0003183337709460221,3
cos_elem_2798,8.5,23.034057095646858,0.0003180439347412713,2
cos_elem_980,9.25,23.014780808240175,0.00031777777640587394,4
euc_elem_1894,13.75,22.952033020555973,0.00031691138308191343,4
euc_elem_2821,18.5,22.94649663567543,0.0003168349391613163,2
euc_elem_2794,11.25,22.927434872835875,0.0003165717428849754,4
euc_elem_334,10.75,22.89645173586905,0.0003161439416187617,4
cos_elem_2279,10.0,22.87689658999443,0.0003158739329306449,2
euc_elem_2560,11.5,22.87462815642357,0.00031584261141678476,2
euc_elem_3096,6.0,22.871915832161903,0.000315805160859252,2
euc_elem_3034,10.5,22.869260348379612,0.0003157684951295781,4
cos_elem_165,12.4,22.862889724969865,0.00031568053241733953,5
euc_elem_1544,16.0,22.85957266887029,0.0003156347319936762,3
cos_elem_1120,5.5,22.8527769446373,0.00031554089967983313,2
cos_elem_131,6.0,22.833788633346558,0.0003152787175895517,1
cos_elem_1006,17.5,22.794180497527122,0.00031473182620556876,2
euc_elem_862,10.5,22.778002724051476,0.00031450845076153895,2
cos_elem_2389,9.0,22.766791999340057,0.0003143536581002325,1
cos_elem_2912,13.8,22.766139271855355,0.00031434464553172636,5
euc_elem_735,14.0,22.76563996076584,0.0003143377512680319,1
cos_elem_382,14.25,22.721327371895313,0.00031372590290521717,4
cos_elem_1438,13.2,22.71224518120289,0.00031360050008747233,5
euc_elem_1542,7.0,22.711848556995392,0.00031359502367821267,3
euc_elem_2637,6.6,22.710688707232475,0.00031357900899262015,5
cos_elem_2880,10.6,22.70060341358185,0.0003134397557788964,5
euc_elem_624,10.5,22.67790377140045,0.00031312632929538057,4
euc_elem_2433,6.333333333333333,22.65794215599696,0.00031285070825821996,3
cos_elem_3104,9.4,22.634636652469634,0.00031252891631283324,5
euc_elem_394,12.0,22.594403564929962,0.0003119733958756487,1
cos_elem_123,17.0,22.59330800920725,0.0003119582689333418,2
cos_elem_394,13.0,22.57897848635912,0.00031176041330544874,4
cos_elem_3031,9.25,22.5591478087008,0.0003114866001979771,4
euc_elem_2505,10.333333333333334,22.546836296717327,0.0003113166083594756,3
cos_elem_95,13.0,22.536650732159615,0.0003111759706500159,2
euc_elem_2127,12.0,22.533826917409897,0.00031113698068180263,1
cos_elem_432,12.333333333333334,22.525077958901722,0.00031101617898467767,3
euc_elem_880,8.666666666666666,22.487627108891804,0.0003104990744360912,3
cos_elem_367,10.0,22.472952239215374,0.00031029645041400394,4
cos_elem_2310,9.75,22.463096670806408,0.0003101603691434365,4
euc_elem_2902,13.75,22.45057052001357,0.00030998741366847286,4
euc_elem_168,4.5,22.417744174599648,0.00030953416220628934,2
cos_elem_2326,13.0,22.393818512558937,0.00030920380739015254,2
euc_elem_1304,13.333333333333334,22.34949318567912,0.0003085917831466156,3
euc_elem_2407,13.0,22.291177829106648,0.00030778659084448943,3
cos_elem_2203,10.0,22.27679941058159,0.00030758806008700815,1
cos_elem_2034,6.5,22.245971530675888,0.0003071624025406963,2
cos_elem_1064,9.75,22.245567932724953,0.00030715682984111336,4
cos_elem_1233,13.0,22.24391183257103,0.00030713396315257946,1
euc_elem_1202,11.666666666666666,22.242186347643536,0.0003071101384301956,3
cos_elem_617,8.0,22.212942957878113,0.0003067063588134504,1
euc_elem_2059,14.0,22.18811385333538,0.00030636352966823807,1
cos_elem_559,9.5,22.173704963177443,0.0003061645781721097,4
euc_elem_1221,14.5,22.145180583000183,0.00030577072631744246,2
euc_elem_885,15.0,22.124601572752,0.0003054865805690302,2
euc_elem_2935,7.0,22.09183755517006,0.0003050341897016106,2
euc_elem_2467,7.0,22.060079410672188,0.00030459568747882615,2
euc_elem_507,10.0,22.03299029668172,0.0003042216531362695,3
euc_elem_803,11.0,22.01598114768664,0.0003039867984317538,3
cos_elem_326,11.75,21.9989995919168,0.0003037523247221228,4
euc_elem_2714,11.25,21.996219377964735,0.0003037139367741783,4
cos_elem_1606,12.0,21.967391833662987,0.0003033158989651816,3
euc_elem_343,13.0,21.95548740029335,0.000303151527885696,2
cos_elem_276,12.0,21.917943874994915,0.0003026331437182699,3
cos_elem_3039,7.0,21.914063185453415,0.0003025795608967043,1
cos_elem_2138,19.0,21.882624983787537,0.000302145476301121,1
cos_elem_2445,14.0,21.879583775997162,0.0003021034846672547,1
euc_elem_2393,8.0,21.849475771188736,0.0003016877668335826,3
euc_elem_1459,20.0,21.818127922713757,0.0003012549297943561,2
cos_elem_3116,9.5,21.812039703130722,0.00030117086638756165,4
cos_elem_317,7.0,21.812030658125877,0.0003011707414981894,2
cos_elem_2779,11.666666666666666,21.757843554019928,0.00030042255025552084,3
euc_elem_584,8.0,21.755779206752777,0.00030039404667385515,1
cos_elem_745,8.333333333333334,21.75444233417511,0.00030037558773659184,3
euc_elem_854,12.75,21.748419973999262,0.00030029243368696857,4
euc_elem_2108,10.0,21.73559719324112,0.0003001153824784164,1
euc_elem_2855,14.5,21.7229216247797,0.00029994036391126555,2
euc_elem_2302,7.0,21.702144980430603,0.00029965348931978265,1
cos_elem_1331,4.0,21.693700969219208,0.00029953689819823073,1
euc_elem_329,11.0,21.689994990825653,0.000299485727709877,1
euc_elem_2080,18.0,21.677584797143936,0.00029931437331872285,1
cos_elem_1007,12.5,21.662281960248947,0.0002991030786067849,2
cos_elem_2200,12.333333333333334,21.61744447549184,0.0002984839827168669,3
euc_elem_508,11.0,21.61317077279091,0.0002984249733457746,1
cos_elem_1796,13.666666666666666,21.609991649786632,0.0002983810774404589,3
cos_elem_140,16.666666666666668,21.58986184000969,0.00029810313405078737,3
cos_elem_539,11.0,21.580388337373734,0.00029797232817314233,1
cos_elem_1820,6.0,21.576492562890053,0.00029791853706545736,2
cos_elem_1780,25.0,21.54926809668541,0.00029754263384020263,1
euc_elem_1915,5.5,21.50490888208151,0.0002969301416901626,2
cos_elem_1998,15.0,21.421112164855003,0.0002957731141828306,1
cos_elem_2081,8.5,21.397928655147552,0.0002954530066734217,2
cos_elem_2917,10.0,21.318330571055412,0.0002943539520102588,2
euc_elem_1749,6.0,21.31136393547058,0.00029425775982908515,1
cos_elem_2687,10.5,21.309907659888268,0.00029423765222865925,2
cos_elem_3028,6.0,21.2880499958992,0.0002939358514025838,1
cos_elem_2376,11.0,21.280428305268288,0.00029383061451497994,1
cos_elem_220,19.0,21.2730909883976,0.000293729304132779,1
cos_elem_748,16.0,21.270724460482597,0.00029369662817618845,2
cos_elem_786,13.0,21.232527911663055,0.0002931692273527182,1
euc_elem_2179,10.6,21.227597343921662,0.0002931011482836046,5
cos_elem_2157,10.25,21.22520123794675,0.00029306806392642194,4
cos_elem_1902,7.666666666666667,21.21065205335617,0.00029286717530765846,3
euc_elem_2910,11.0,21.20641714334488,0.0002928087015686348,1
euc_elem_1624,11.0,21.172201454639435,0.00029233626667709244,3
cos_elem_186,7.0,21.171737730503082,0.0002923298637820945,1
euc_elem_228,11.333333333333334,21.16417161623637,0.0002922253942680139,3
euc_elem_46,5.0,21.15174788236618,0.0002920538529200071,1
cos_elem_1800,14.0,21.1126359552145,0.00029151381296286963,1
euc_elem_219,12.0,21.10434913635254,0.000291399392282813,1
euc_elem_1434,8.4,21.067729103565217,0.00029089375928600004,5
cos_elem_74,14.25,21.062647715210915,0.00029082359775347275,4
euc_elem_2903,10.333333333333334,20.98747009038925,0.0002897855788103269,3
euc_elem_1659,12.4,20.981925976276397,0.0002897090281679548,5
euc_elem_2511,12.333333333333334,20.974139819542568,0.00028960152040612825,3
cos_elem_3107,10.0,20.95566588640213,0.0002893464406187623,1
euc_elem_2153,9.5,20.92141380906105,0.0002888735032892513,2
euc_elem_670,19.0,20.889903992414474,0.0002884384298661179,1
euc_elem_2180,5.666666666666667,20.88269128402074,0.0002883388400219077,3
cos_elem_609,11.0,20.88025662302971,0.0002883052233143458,3
euc_elem_1258,18.0,20.875030755996704,0.00028823306688498945,1
euc_elem_2018,12.0,20.86861079931259,0.00028814442300101345,1
cos_elem_353,11.5,20.857380647212267,0.0002879893620950298,2
euc_elem_2951,8.0,20.822506368160248,0.0002875078336832128,2
cos_elem_2205,9.0,20.799684152007103,0.0002871927147532422,3
cos_elem_1434,7.5,20.790819987654686,0.000287070322345464,2
euc_elem_1782,12.5,20.743712432682514,0.00028641988234363636,2
cos_elem_1152,8.4,20.740911987423896,0.00028638121505088026,5
cos_elem_2940,9.8,20.68391402065754,0.00028559421267664156,5
cos_elem_1444,12.5,20.637040480971336,0.00028494700385297894,2
euc_elem_2444,12.0,20.62772622704506,0.00028481839681012967,1
cos_elem_3092,10.0,20.620346650481224,0.0002847165029250298,1
cos_elem_770,9.0,20.619161807000637,0.00028470014313738783,2
cos_elem_2869,13.666666666666666,20.617662747701008,0.0002846794447985722,3
euc_elem_697,6.0,20.61752051115036,0.0002846774808600422,1
cos_elem_1158,11.666666666666666,20.610288985073566,0.00028457763118969984,3
cos_elem_2084,8.5,20.60887009650469,0.0002845580398123957,4
euc_elem_816,10.666666666666666,20.598686516284943,0.00028441742950178513,3
euc_elem_2833,12.0,20.593728184700012,0.00028434896708196585,1
cos_elem_329,12.0,20.578482024371624,0.00028413845493465274,4
euc_elem_1460,8.5,20.56175510585308,0.0002839074971420397,4
cos_elem_2902,7.333333333333333,20.526897976795834,0.00028342620552966255,3
cos_elem_2562,4.5,20.526438772678375,0.00028341986504505927,2
cos_elem_1692,7.333333333333333,20.505853066841762,0.00028313562684696345,3
cos_elem_2127,14.0,20.487943053245544,0.000282888333407872,1
euc_elem_335,12.0,20.471973568201065,0.0002826678339171289,3
cos_elem_984,10.0,20.45383157332738,0.00028241733738455007,3
euc_elem_1850,14.333333333333334,20.44631822903951,0.00028231359649468174,3
euc_elem_708,13.0,20.434046983718872,0.00028214416064021,1
cos_elem_1237,5.0,20.431819587945938,0.00028211340575786737,1
euc_elem_2376,13.0,20.422658051053684,0.00028198690736336437,3
euc_elem_133,12.75,20.373597234487534,0.0002813094976010491,4
euc_elem_2432,6.333333333333333,20.37202114860217,0.0002812877357136669,3
cos_elem_2834,10.0,20.37067312002182,0.0002812691227393195,1
cos_elem_2729,8.0,20.35580837726593,0.0002810638770348668,1
cos_elem_2264,5.0,20.33724057674408,0.0002808075011687769,1
euc_elem_2225,9.0,20.324422925710678,0.00028063052078916437,3
cos_elem_2998,3.6666666666666665,20.323343813419342,0.00028061562089038675,3
euc_elem_2866,11.2,20.29360227584839,0.0002802049630720509,5
cos_elem_2463,13.333333333333334,20.290094633897144,0.0002801565311243829,3
euc_elem_420,13.0,20.249516412615776,0.0002795962452352085,2
cos_elem_2388,7.0,20.244775891304016,0.0002795307902420019,1
euc_elem_2530,20.0,20.23630790412426,0.00027941386807102674,1
cos_elem_1515,14.0,20.21081968396902,0.0002790619381529032,2
cos_elem_940,7.5,20.20933172106743,0.0002790413930281774,2
cos_elem_772,8.333333333333334,20.20438055197398,0.00027897302950482975,3
euc_elem_581,13.5,20.186076030135155,0.0002787202888727733,2
euc_elem_2731,7.5,20.153509251773357,0.00027827062139608764,4
cos_elem_2297,11.0,20.14760571718216,0.0002781891080368705,1
cos_elem_908,10.5,20.137117013335228,0.0002780442847159956,2
cos_elem_1475,13.5,20.100883938372135,0.00027754399465935526,4
cos_elem_2102,12.0,20.078478455543518,0.0002772346297963178,2
euc_elem_2813,16.0,20.059961050748825,0.0002769789497718373,1
cos_elem_3195,9.0,20.052910188833874,0.00027688159463125405,3
cos_elem_2221,7.666666666666667,20.028047909339268,0.0002765383074211778,3
cos_elem_3100,10.75,20.014636497944593,0.0002763531286646659,4
cos_elem_1171,16.0,19.967515140771866,0.0002757024980882402,1
euc_elem_2852,8.0,19.957430124282837,0.00027556324870143953,1
cos_elem_2149,11.0,19.939467191696167,0.0002753152245806503,1
euc_elem_2102,15.0,19.927701875567436,0.00027515277436966407,2
cos_elem_1657,9.0,19.92645800113678,0.0002751355995091257,1
cos_elem_1529,6.0,19.91196048259735,0.00027493542427203577,1
cos_elem_2839,9.0,19.899008944630623,0.0002747565952416663,1
euc_elem_1158,11.5,19.8593779951334,0.0002742093888566473,2
cos_elem_988,5.0,19.85645116865635,0.0002741689765486809,2
cos_elem_1983,7.0,19.84754702448845,0.00027404603211753255,1
euc_elem_3044,6.666666666666667,19.84529227266709,0.00027401489951513636,3
euc_elem_2058,5.333333333333333,19.842176338036854,0.00027397187608656356,3
cos_elem_2100,9.0,19.835202127695084,0.0002738755793165417,1
cos_elem_2646,10.0,19.832440853118896,0.0002738374528750093,1
