scheme,n_folds,accuracy_train,accuracy_train_std,f1_macro_train,f1_macro_train_std,f1_weighted_train,f1_weighted_train_std,roc_auc_train,roc_auc_train_std,n_train
CV1,5,0.926073220513163,0.0019057458741179726,0.9260507645808795,0.0018894918587061217,0.9260683118253292,0.0018986680364887739,0.9875354839748821,0.0005602483752664691,9796
